"palavra";"sentimento"
"advogássemos";"pos"
"advogávamos";"pos"
"advogáveis";"pos"
"afabilidade";"pos"
"afaga";"pos"
"afagada";"pos"
"afagadas";"pos"
"afagado";"pos"
"afagados";"pos"
"afagai";"pos"
"afagais";"pos"
"afagam";"pos"
"afagamos";"pos"
"afagando";"pos"
"afagar";"pos"
"afagara";"pos"
"afagaram";"pos"
"afagaras";"pos"
"afagardes";"pos"
"afagarei";"pos"
"afagareis";"pos"
"afagarem";"pos"
"afagaremos";"pos"
"afagares";"pos"
"afagaria";"pos"
"afagariam";"pos"
"afagarias";"pos"
"afagarmos";"pos"
"afagará";"pos"
"afagarás";"pos"
"afagarão";"pos"
"afagaríamos";"pos"
"afagaríeis";"pos"
"afagas";"pos"
"afagasse";"pos"
"afagassem";"pos"
"afagasses";"pos"
"afagaste";"pos"
"afagastes";"pos"
"afagava";"pos"
"afagavam";"pos"
"afagavas";"pos"
"afago";"pos"
"afagou";"pos"
"afague";"pos"
"afaguei";"pos"
"afagueis";"pos"
"afaguem";"pos"
"afaguemos";"pos"
"afagues";"pos"
"afagáramos";"pos"
"afagáreis";"pos"
"afagásseis";"pos"
"afagássemos";"pos"
"afagávamos";"pos"
"afagáveis";"pos"
"afazeres";"pos"
"afeiçoamento";"pos"
"afeição";"pos"
"afetação";"neg"
"afetiva";"pos"
"afetivas";"pos"
"afeto";"pos"
"afetuosa";"pos"
"afetuosamente";"pos"
"afetuosas";"pos"
"aflige";"neg"
"afligem";"neg"
"afliges";"neg"
"afligi";"neg"
"afligia";"neg"
"afligiam";"neg"
"afligias";"neg"
"afligida";"neg"
"afligidas";"neg"
"afligido";"neg"
"afligido-se";"neg"
"afligidos";"neg"
"afligimos";"neg"
"afligindo";"neg"
"afligindo-se";"neg"
"afligir";"neg"
"afligira";"neg"
"afligiram";"neg"
"afligiras";"neg"
"afligirdes";"neg"
"afligirei";"neg"
"afligireis";"neg"
"afligirem";"neg"
"afligiremos";"neg"
"afligires";"neg"
"afligiria";"neg"
"afligiriam";"neg"
"afligirias";"neg"
"afligirmos";"neg"
"afligirá";"neg"
"afligirás";"neg"
"afligirão";"neg"
"afligiríamos";"neg"
"afligiríeis";"neg"
"afligis";"neg"
"afligisse";"neg"
"afligissem";"neg"
"afligisses";"neg"
"afligiste";"neg"
"afligistes";"neg"
"afligiu";"neg"
"afligíamos";"neg"
"afligíeis";"neg"
"afligíramos";"neg"
"afligíreis";"neg"
"afligísseis";"neg"
"afligíssemos";"neg"
"aflija";"neg"
"aflijais";"neg"
"aflijam";"neg"
"aflijamos";"neg"
"aflijas";"neg"
"aflijo";"neg"
"aflita";"neg"
"aflitas";"neg"
"aflito";"neg"
"aflitos";"neg"
"aflição";"neg"
"aflições";"neg"
"afoita";"neg"
"afoitas";"neg"
"afortunada";"pos"
"afortunadas";"pos"
"afronta";"neg"
"afrontada";"pos"
"afrontadas";"pos"
"afrontado";"pos"
"afrontados";"pos"
"afrontai";"pos"
"afrontais";"pos"
"afrontam";"pos"
"afrontamos";"pos"
"afrontando";"pos"
"afrontar";"pos"
"afrontara";"pos"
"afrontaram";"pos"
"afrontaras";"pos"
"afrontardes";"pos"
"afrontarei";"pos"
"afrontareis";"pos"
"afrontarem";"pos"
"afrontaremos";"pos"
"afrontares";"pos"
"afrontaria";"pos"
"afrontariam";"pos"
"afrontarias";"pos"
"afrontarmos";"pos"
"afrontará";"pos"
"afrontarás";"pos"
"afrontarão";"pos"
"afrontaríamos";"pos"
"afrontaríeis";"pos"
"afrontas";"neg"
"afrontasse";"pos"
"afrontassem";"pos"
"afrontasses";"pos"
"afrontaste";"pos"
"afrontastes";"pos"
"afrontava";"pos"
"afrontavam";"pos"
"afrontavas";"pos"
"afronte";"pos"
"afrontei";"pos"
"afronteis";"pos"
"afrontem";"pos"
"afrontemos";"pos"
"afrontes";"pos"
"afronto";"pos"
"afrontou";"pos"
"afrontáramos";"pos"
"afrontáreis";"pos"
"afrontásseis";"pos"
"afrontássemos";"pos"
"afrontávamos";"pos"
"afrontáveis";"pos"
"afrouxa";"pos"
"afrouxada";"pos"
"afrouxadas";"pos"
"afrouxado";"pos"
"afrouxados";"pos"
"afrouxai";"pos"
"afrouxais";"pos"
"afrouxam";"pos"
"afrouxamos";"pos"
"afrouxando";"pos"
"afrouxar";"pos"
"afrouxara";"pos"
"afrouxaram";"pos"
"afrouxaras";"pos"
"afrouxardes";"pos"
"afrouxarei";"pos"
"afrouxareis";"pos"
"afrouxarem";"pos"
"afrouxaremos";"pos"
"afrouxares";"pos"
"afrouxaria";"pos"
"afrouxariam";"pos"
"afrouxarias";"pos"
"afrouxarmos";"pos"
"afrouxará";"pos"
"afrouxarás";"pos"
"afrouxarão";"pos"
"afrouxaríamos";"pos"
"afrouxaríeis";"pos"
"afrouxas";"pos"
"afrouxasse";"pos"
"afrouxassem";"pos"
"afrouxasses";"pos"
"afrouxaste";"pos"
"afrouxastes";"pos"
"afrouxava";"pos"
"afrouxavam";"pos"
"afrouxavas";"pos"
"afrouxe";"pos"
"afrouxei";"pos"
"afrouxeis";"pos"
"afrouxem";"pos"
"afrouxemos";"pos"
"afrouxes";"pos"
"afrouxo";"pos"
"afrouxou";"pos"
"afrouxáramos";"pos"
"afrouxáreis";"pos"
"afrouxásseis";"pos"
"afrouxássemos";"pos"
"afrouxávamos";"pos"
"afrouxáveis";"pos"
"agita";"neg"
"agitada";"neg"
"agitadas";"neg"
"agitado";"neg"
"agitados";"neg"
"agitai";"neg"
"agitais";"neg"
"agitam";"neg"
"agitamos";"neg"
"agitando";"neg"
"agitar";"neg"
"agitara";"neg"
"agitaram";"neg"
"agitaras";"neg"
"agitardes";"neg"
"agitarei";"neg"
"agitareis";"neg"
"agitarem";"neg"
"agitaremos";"neg"
"agitares";"neg"
"agitaria";"neg"
"agitariam";"neg"
"agitarias";"neg"
"agitarmos";"neg"
"agitará";"neg"
"agitarás";"neg"
"agitarão";"neg"
"agitaríamos";"neg"
"agitaríeis";"neg"
"agitas";"neg"
"agitasse";"neg"
"agitassem";"neg"
"agitasses";"neg"
"agitaste";"neg"
"agitastes";"neg"
"agitava";"neg"
"agitavam";"neg"
"agitavas";"neg"
"agitação";"neg"
"agite";"neg"
"agitei";"neg"
"agiteis";"neg"
"agitem";"neg"
"agitemos";"neg"
"agites";"neg"
"agito";"neg"
"agitou";"neg"
"agitáramos";"neg"
"agitáreis";"neg"
"agitásseis";"neg"
"agitássemos";"neg"
"agitávamos";"neg"
"agitáveis";"neg"
"agonia";"neg"
"agoniada";"neg"
"agoniadas";"neg"
"agoniado";"neg"
"agoniados";"neg"
"agoniai";"neg"
"agoniais";"neg"
"agoniam";"neg"
"agoniamos";"neg"
"agoniando";"neg"
"agoniar";"neg"
"agoniara";"neg"
"agoniaram";"neg"
"agoniaras";"neg"
"agoniardes";"neg"
"agoniarei";"neg"
"agoniareis";"neg"
"agoniarem";"neg"
"agoniaremos";"neg"
"agoniares";"neg"
"agoniaria";"neg"
"agoniariam";"neg"
"agoniarias";"neg"
"agoniarmos";"neg"
"agoniará";"neg"
"agoniarás";"neg"
"agoniarão";"neg"
"agoniaríamos";"neg"
"agoniaríeis";"neg"
"agonias";"neg"
"agoniasse";"neg"
"agoniassem";"neg"
"agoniasses";"neg"
"agoniaste";"neg"
"agoniastes";"neg"
"agoniava";"neg"
"agoniavam";"neg"
"agoniavas";"neg"
"agonie";"neg"
"agoniei";"neg"
"agonieis";"neg"
"agoniem";"neg"
"agoniemos";"neg"
"agonies";"neg"
"agonio";"neg"
"agoniou";"neg"
"agoniáramos";"neg"
"agoniáreis";"neg"
"agoniásseis";"neg"
"agoniássemos";"neg"
"agoniávamos";"neg"
"agoniáveis";"neg"
"agracia";"pos"
"agraciada";"pos"
"agraciadas";"pos"
"agraciado";"pos"
"agraciados";"pos"
"agraciai";"pos"
"agraciais";"pos"
"agraciam";"pos"
"agraciamos";"pos"
"agraciando";"pos"
"agraciar";"pos"
"agraciara";"pos"
"agraciaram";"pos"
"agraciaras";"pos"
"agraciardes";"pos"
"agraciarei";"pos"
"agraciareis";"pos"
"agraciarem";"pos"
"agraciaremos";"pos"
"agraciares";"pos"
"agraciaria";"pos"
"agraciariam";"pos"
"agraciarias";"pos"
"agraciarmos";"pos"
"agraciará";"pos"
"agraciarás";"pos"
"agraciarão";"pos"
"agraciaríamos";"pos"
"agraciaríeis";"pos"
"agracias";"pos"
"agraciasse";"pos"
"agraciassem";"pos"
"agraciasses";"pos"
"agraciaste";"pos"
"agraciastes";"pos"
"agraciava";"pos"
"agraciavam";"pos"
"agraciavas";"pos"
"agracie";"pos"
"agraciei";"pos"
"agracieis";"pos"
"agraciem";"pos"
"agraciemos";"pos"
"agracies";"pos"
"agracio";"pos"
"agraciou";"pos"
"agraciáramos";"pos"
"agraciáreis";"pos"
"agraciásseis";"pos"
"agraciássemos";"pos"
"agraciávamos";"pos"
"agraciáveis";"pos"
"agrada";"pos"
"agradabilidade";"pos"
"agradada";"pos"
"agradadas";"pos"
"agradado";"pos"
"agradados";"pos"
"agradai";"pos"
"agradais";"pos"
"agradam";"pos"
"agradamos";"pos"
"agradando";"pos"
"agradar";"pos"
"agradara";"pos"
"agradaram";"pos"
"agradaras";"pos"
"agradardes";"pos"
"agradarei";"pos"
"agradareis";"pos"
"agradarem";"pos"
"agradaremos";"pos"
"agradares";"pos"
"agradaria";"pos"
"agradariam";"pos"
"agradarias";"pos"
"agradarmos";"pos"
"agradará";"pos"
"agradarás";"pos"
"agradarão";"pos"
"agradaríamos";"pos"
"agradaríeis";"pos"
"agradas";"pos"
"agradasse";"pos"
"agradassem";"pos"
"agradasses";"pos"
"agradaste";"pos"
"agradastes";"pos"
"agradava";"pos"
"agradavam";"pos"
"agradavas";"pos"
"agradavelmente";"pos"
"agrade";"pos"
"agradece";"pos"
"agradecei";"pos"
"agradeceis";"pos"
"agradecem";"pos"
"agradecemos";"pos"
"agradecendo";"pos"
"agradecer";"pos"
"agradecera";"pos"
"agradeceram";"pos"
"agradeceras";"pos"
"agradecerdes";"pos"
"agradecerei";"pos"
"agradecereis";"pos"
"agradecerem";"pos"
"agradeceremos";"pos"
"agradeceres";"pos"
"agradeceria";"pos"
"agradeceriam";"pos"
"agradecerias";"pos"
"agradecermos";"pos"
"agradecerá";"pos"
"agradecerás";"pos"
"agradecerão";"pos"
"agradeceríamos";"pos"
"agradeceríeis";"pos"
"agradeces";"pos"
"agradecesse";"pos"
"agradecessem";"pos"
"agradecesses";"pos"
"agradeceste";"pos"
"agradecestes";"pos"
"agradeceu";"pos"
"agradeci";"pos"
"agradecia";"pos"
"agradeciam";"pos"
"agradecias";"pos"
"agradecida";"pos"
"agradecidas";"pos"
"agradecido";"pos"
"agradecidos";"pos"
"agradecimento";"pos"
"agradecimentos";"pos"
"agradecêramos";"pos"
"agradecêreis";"pos"
"agradecêsseis";"pos"
"agradecêssemos";"pos"
"agradecíamos";"pos"
"agradecíeis";"pos"
"agradei";"pos"
"agradeis";"pos"
"agradem";"pos"
"agrademos";"pos"
"agrades";"pos"
"agradeça";"pos"
"agradeçais";"pos"
"agradeçam";"pos"
"agradeçamos";"pos"
"agradeças";"pos"
"agradeço";"pos"
"agrado";"pos"
"agradou";"pos"
"agradáramos";"pos"
"agradáreis";"pos"
"agradásseis";"pos"
"agradássemos";"pos"
"agradávamos";"pos"
"agradáveis";"pos"
"agredi";"neg"
"agredia";"neg"
"agrediam";"neg"
"agredias";"neg"
"agredida";"neg"
"agredidas";"neg"
"agredido";"neg"
"agredidos";"neg"
"agredimos";"neg"
"agredindo";"neg"
"agredir";"neg"
"agredira";"neg"
"agrediram";"neg"
"agrediras";"neg"
"agredirdes";"neg"
"agredirei";"neg"
"agredireis";"neg"
"agredirem";"neg"
"agrediremos";"neg"
"agredires";"neg"
"agrediria";"neg"
"agrediriam";"neg"
"agredirias";"neg"
"agredirmos";"neg"
"agredirá";"neg"
"agredirás";"neg"
"agredirão";"neg"
"agrediríamos";"neg"
"agrediríeis";"neg"
"agredis";"neg"
"agredisse";"neg"
"agredissem";"neg"
"agredisses";"neg"
"agrediste";"neg"
"agredistes";"neg"
"agrediu";"neg"
"agredíamos";"neg"
"agredíeis";"neg"
"agredíramos";"neg"
"agredíreis";"neg"
"agredísseis";"neg"
"agredíssemos";"neg"
"agressão";"neg"
"agressões";"neg"
"agrida";"neg"
"agridais";"neg"
"agridam";"neg"
"agridamos";"neg"
"agridas";"neg"
"agride";"neg"
"agridem";"neg"
"agrides";"neg"
"agrido";"neg"
"aguenta";"pos"
"aguentando";"pos"
"aguerrida";"neg"
"aguerridas";"neg"
"aguçado";"pos"
"aguçados";"pos"
"ai";"neg"
"ais";"neg"
"ajuda";"pos"
"ajudada";"pos"
"ajudadas";"pos"
"ajudado";"pos"
"ajudados";"pos"
"ajudai";"pos"
"ajudais";"pos"
"ajudam";"pos"
"ajudamos";"pos"
"ajudando";"pos"
"ajudar";"pos"
"ajudara";"pos"
"ajudaram";"pos"
"ajudaras";"pos"
"ajudardes";"pos"
"ajudarei";"pos"
"ajudareis";"pos"
"ajudarem";"pos"
"ajudaremos";"pos"
"ajudares";"pos"
"ajudaria";"pos"
"ajudariam";"pos"
"ajudarias";"pos"
"ajudarmos";"pos"
"ajudará";"pos"
"ajudarás";"pos"
"ajudarão";"pos"
"ajudaríamos";"pos"
"ajudaríeis";"pos"
"ajudas";"pos"
"ajudasse";"pos"
"ajudassem";"pos"
"ajudasses";"pos"
"ajudaste";"pos"
"ajudastes";"pos"
"ajudava";"pos"
"ajudavam";"pos"
"ajudavas";"pos"
"ajude";"pos"
"ajudei";"pos"
"ajudeis";"pos"
"ajudem";"pos"
"ajudemos";"pos"
"ajudes";"pos"
"ajudo";"pos"
"ajudou";"pos"
"ajudáramos";"pos"
"ajudáreis";"pos"
"ajudásseis";"pos"
"ajudássemos";"pos"
"ajudávamos";"pos"
"ajudáveis";"pos"
"alarma";"neg"
"alarmada";"neg"
"alarmadas";"neg"
"alarmado";"neg"
"alarmados";"neg"
"alarmai";"neg"
"alarmais";"neg"
"alarmam";"neg"
"alarmamos";"neg"
"alarmando";"neg"
"alarmante";"neg"
"alarmantemente";"neg"
"alarmantes";"neg"
"alarmar";"neg"
"alarmara";"neg"
"alarmaram";"neg"
"alarmaras";"neg"
"alarmardes";"neg"
"alarmarei";"neg"
"alarmareis";"neg"
"alarmarem";"neg"
"alarmaremos";"neg"
"alarmares";"neg"
"alarmaria";"neg"
"alarmariam";"neg"
"alarmarias";"neg"
"alarmarmos";"neg"
"alarmará";"neg"
"alarmarás";"neg"
"alarmarão";"neg"
"alarmaríamos";"neg"
"alarmaríeis";"neg"
"alarmas";"neg"
"alarmasse";"neg"
"alarmassem";"neg"
"alarmasses";"neg"
"alarmaste";"neg"
"alarmastes";"neg"
"alarmava";"neg"
"alarmavam";"neg"
"alarmavas";"neg"
"alarme";"neg"
"alarmei";"neg"
"alarmeis";"neg"
"alarmem";"neg"
"alarmemos";"neg"
"alarmes";"neg"
"alarmo";"neg"
"alarmou";"neg"
"alarmáramos";"neg"
"alarmáreis";"neg"
"alarmásseis";"neg"
"alarmássemos";"neg"
"alarmávamos";"neg"
"alarmáveis";"neg"
"alcance";"pos"
"alcancei";"pos"
"alcanceis";"pos"
"alcancem";"pos"
"alcancemos";"pos"
"alcances";"pos"
"alcança";"pos"
"alcançada";"pos"
"alcançadas";"pos"
"alcançado";"pos"
"alcançados";"pos"
"alcançai";"pos"
"alcançais";"pos"
"alcançam";"pos"
"alcançamos";"pos"
"alcançando";"pos"
"alcançar";"pos"
"alcançara";"pos"
"alcançaram";"pos"
"alcançaras";"pos"
"alcançardes";"pos"
"alcançarei";"pos"
"alcançareis";"pos"
"alcançarem";"pos"
"alcançaremos";"pos"
"alcançares";"pos"
"alcançaria";"pos"
"alcançariam";"pos"
"alcançarias";"pos"
"alcançarmos";"pos"
"alcançará";"pos"
"alcançarás";"pos"
"alcançarão";"pos"
"alcançaríamos";"pos"
"alcançaríeis";"pos"
"alcanças";"pos"
"alcançasse";"pos"
"alcançassem";"pos"
"alcançasses";"pos"
"alcançaste";"pos"
"alcançastes";"pos"
"alcançava";"pos"
"alcançavam";"pos"
"alcançavas";"pos"
"alcanço";"pos"
"alcançou";"pos"
"alcançáramos";"pos"
"alcançáreis";"pos"
"alcançásseis";"pos"
"alcançássemos";"pos"
"alcançávamos";"pos"
"alcançáveis";"pos"
"alegra";"pos"
"alegrada";"pos"
"alegradas";"pos"
"alegrado";"pos"
"alegrado-se";"pos"
"alegrados";"pos"
"alegrai";"pos"
"alegrais";"pos"
"alegram";"pos"
"alegramos";"pos"
"alegrando";"pos"
"alegrando-se";"pos"
"alegrar";"pos"
"alegrara";"pos"
"alegraram";"pos"
"alegraras";"pos"
"alegrardes";"pos"
"alegrarei";"pos"
"alegrareis";"pos"
"alegrarem";"pos"
"alegraremos";"pos"
"alegrares";"pos"
"alegraria";"pos"
"alegrariam";"pos"
"alegrarias";"pos"
"alegrarmos";"pos"
"alegrará";"pos"
"alegrarás";"pos"
"alegrarão";"pos"
"alegraríamos";"pos"
"alegraríeis";"pos"
"alegras";"pos"
"alegrasse";"pos"
"alegrassem";"pos"
"alegrasses";"pos"
"alegraste";"pos"
"alegrastes";"pos"
"alegrava";"pos"
"alegravam";"pos"
"alegravas";"pos"
"alegre";"pos"
"alegrei";"pos"
"alegreis";"pos"
"alegrem";"pos"
"alegremente";"pos"
"alegremos";"pos"
"alegres";"pos"
"alegria";"pos"
"alegro";"pos"
"alegrou";"pos"
"alegráramos";"pos"
"alegráreis";"pos"
"alegrásseis";"pos"
"alegrássemos";"pos"
"alegrávamos";"pos"
"alegráveis";"pos"
"aleijão";"neg"
"aleijões";"neg"
"alento";"pos"
"aliado";"pos"
"aliados";"pos"
"alimenta";"pos"
"alimentada";"pos"
"alimentadas";"pos"
"alimentado";"pos"
"alimentados";"pos"
"alimentai";"pos"
"alimentais";"pos"
"alimentam";"pos"
"alimentamos";"pos"
"alimentando";"pos"
"alimentar";"pos"
"alimentara";"pos"
"alimentaram";"pos"
"alimentaras";"pos"
"alimentardes";"pos"
"alimentarei";"pos"
"alimentareis";"pos"
"alimentarem";"pos"
"alimentaremos";"pos"
"alimentares";"pos"
"alimentaria";"pos"
"alimentariam";"pos"
"alimentarias";"pos"
"alimentarmos";"pos"
"alimentará";"pos"
"alimentarás";"pos"
"alimentarão";"pos"
"alimentaríamos";"pos"
"alimentaríeis";"pos"
"alimentas";"pos"
"alimentasse";"pos"
"alimentassem";"pos"
"alimentasses";"pos"
"alimentaste";"pos"
"alimentastes";"pos"
"alimentava";"pos"
"alimentavam";"pos"
"alimentavas";"pos"
"alimente";"pos"
"alimentei";"pos"
"alimenteis";"pos"
"alimentem";"pos"
"alimentemos";"pos"
"alimentes";"pos"
"alimento";"pos"
"alimentou";"pos"
"alimentáramos";"pos"
"alimentáreis";"pos"
"alimentásseis";"pos"
"alimentássemos";"pos"
"alimentávamos";"pos"
"alimentáveis";"pos"
"alinhadas";"pos"
"alivia";"pos"
"aliviada";"pos"
"aliviadas";"pos"
"aliviado";"pos"
"aliviados";"pos"
"aliviai";"pos"
"aliviais";"pos"
"aliviam";"pos"
"aliviamos";"pos"
"aliviando";"pos"
"aliviar";"pos"
"aliviara";"pos"
"aliviaram";"pos"
"aliviaras";"pos"
"aliviardes";"pos"
"aliviarei";"pos"
"aliviareis";"pos"
"aliviarem";"pos"
"aliviaremos";"pos"
"aliviares";"pos"
"aliviaria";"pos"
"aliviariam";"pos"
"aliviarias";"pos"
"aliviarmos";"pos"
"aliviará";"pos"
"aliviarás";"pos"
"aliviarão";"pos"
"aliviaríamos";"pos"
"aliviaríeis";"pos"
"alivias";"pos"
"aliviasse";"pos"
"aliviassem";"pos"
"aliviasses";"pos"
"aliviaste";"pos"
"aliviastes";"pos"
"aliviava";"pos"
"aliviavam";"pos"
"aliviavas";"pos"
"alivie";"pos"
"aliviei";"pos"
"alivieis";"pos"
"aliviem";"pos"
"aliviemos";"pos"
"alivies";"pos"
"alivio";"pos"
"aliviou";"pos"
"aliviáramos";"pos"
"aliviáreis";"pos"
"aliviásseis";"pos"
"aliviássemos";"pos"
"aliviávamos";"pos"
"aliviáveis";"pos"
"altera";"neg"
"alterada";"neg"
"alteradas";"neg"
"alterado";"neg"
"alterados";"neg"
"alterai";"neg"
"alterais";"neg"
"alteram";"neg"
"alteramos";"neg"
"alterando";"neg"
"alterar";"neg"
"alterara";"neg"
"alteraram";"neg"
"alteraras";"neg"
"alterardes";"neg"
"alterarei";"neg"
"alterareis";"neg"
"alterarem";"neg"
"alteraremos";"neg"
"alterares";"neg"
"alteraria";"neg"
"alterariam";"neg"
"alterarias";"neg"
"alterarmos";"neg"
"alterará";"neg"
"alterarás";"neg"
"alterarão";"neg"
"alteraríamos";"neg"
"alteraríeis";"neg"
"alteras";"neg"
"alterasse";"neg"
"alterassem";"neg"
"alterasses";"neg"
"alteraste";"neg"
"alterastes";"neg"
"alterava";"neg"
"alteravam";"neg"
"alteravas";"neg"
"altere";"neg"
"alterei";"neg"
"altereis";"neg"
"alterem";"neg"
"alteremos";"neg"
"alteres";"neg"
"altero";"neg"
"alterou";"neg"
"alteráramos";"neg"
"alteráreis";"neg"
"alterásseis";"neg"
"alterássemos";"neg"
"alterávamos";"neg"
"alteráveis";"neg"
"altiva";"pos"
"altivamente";"pos"
"altivas";"pos"
"altivo";"pos"
"altivos";"pos"
"alvoroço";"neg"
"alívio";"pos"
"alô";"pos"
"ama";"pos"
"amabilidade";"pos"
"amada";"pos"
"amadas";"pos"
"amado";"pos"
"amados";"pos"
"amai";"pos"
"amais";"pos"
"amam";"pos"
"amamos";"pos"
"amando";"pos"
"amar";"pos"
"amara";"pos"
"amaram";"pos"
"amaras";"pos"
"amardes";"pos"
"amarei";"pos"
"amareis";"pos"
"amarem";"pos"
"amaremos";"pos"
"amares";"pos"
"amargamente";"neg"
"amaria";"pos"
"amariam";"pos"
"amarias";"pos"
"amarmos";"pos"
"amará";"pos"
"amarás";"pos"
"amarão";"pos"
"amaríamos";"pos"
"amaríeis";"pos"
"amas";"pos"
"amasse";"pos"
"amassem";"pos"
"amasses";"pos"
"amaste";"pos"
"amastes";"pos"
"amava";"pos"
"amavam";"pos"
"amavas";"pos"
"amavelmente";"pos"
"ambiguamente";"neg"
"ambiguidade";"neg"
"ame";"pos"
"ameace";"neg"
"ameacei";"neg"
"ameaceis";"neg"
"ameacem";"neg"
"ameacemos";"neg"
"ameaces";"neg"
"ameaça";"neg"
"ameaçada";"neg"
"ameaçadas";"neg"
"ameaçado";"neg"
"ameaçador";"neg"
"ameaçadora";"neg"
"ameaçadoras";"neg"
"ameaçadores";"neg"
"ameaçados";"neg"
"ameaçai";"neg"
"ameaçais";"neg"
"ameaçam";"neg"
"ameaçamos";"neg"
"ameaçando";"neg"
"ameaçar";"neg"
"ameaçara";"neg"
"ameaçaram";"neg"
"ameaçaras";"neg"
"ameaçardes";"neg"
"ameaçarei";"neg"
"ameaçareis";"neg"
"ameaçarem";"neg"
"ameaçaremos";"neg"
"ameaçares";"neg"
"ameaçaria";"neg"
"ameaçariam";"neg"
"ameaçarias";"neg"
"ameaçarmos";"neg"
"ameaçará";"neg"
"ameaçarás";"neg"
"ameaçarão";"neg"
"ameaçaríamos";"neg"
"ameaçaríeis";"neg"
"ameaças";"neg"
"ameaçasse";"neg"
"ameaçassem";"neg"
"ameaçasses";"neg"
"ameaçaste";"neg"
"ameaçastes";"neg"
"ameaçava";"neg"
"ameaçavam";"neg"
"ameaçavas";"neg"
"ameaço";"neg"
"ameaçou";"neg"
"ameaçáramos";"neg"
"ameaçáreis";"neg"
"ameaçásseis";"neg"
"ameaçássemos";"neg"
"ameaçávamos";"neg"
"ameaçáveis";"neg"
"amedronta";"neg"
"amedrontada";"neg"
"amedrontadas";"neg"
"amedrontado";"neg"
"amedrontados";"neg"
"amedrontai";"neg"
"amedrontais";"neg"
"amedrontam";"neg"
"amedrontamos";"neg"
"amedrontando";"neg"
"amedrontar";"neg"
"amedrontara";"neg"
"amedrontaram";"neg"
"amedrontaras";"neg"
"amedrontardes";"neg"
"amedrontarei";"neg"
"amedrontareis";"neg"
"amedrontarem";"neg"
"amedrontaremos";"neg"
"amedrontares";"neg"
"amedrontaria";"neg"
"amedrontariam";"neg"
"amedrontarias";"neg"
"amedrontarmos";"neg"
"amedrontará";"neg"
"amedrontarás";"neg"
"amedrontarão";"neg"
"amedrontaríamos";"neg"
"amedrontaríeis";"neg"
"amedrontas";"neg"
"amedrontasse";"neg"
"amedrontassem";"neg"
"amedrontasses";"neg"
"amedrontaste";"neg"
"amedrontastes";"neg"
"amedrontava";"neg"
"amedrontavam";"neg"
"amedrontavas";"neg"
"amedronte";"neg"
"amedrontei";"neg"
"amedronteis";"neg"
"amedrontem";"neg"
"amedrontemos";"neg"
"amedrontes";"neg"
"amedronto";"neg"
"amedrontou";"neg"
"amedrontáramos";"neg"
"amedrontáreis";"neg"
"amedrontásseis";"neg"
"amedrontássemos";"neg"
"amedrontávamos";"neg"
"amedrontáveis";"neg"
"amei";"pos"
"ameis";"pos"
"amem";"pos"
"amemos";"pos"
"amena";"pos"
"amenas";"pos"
"amenidade";"pos"
"ameno";"pos"
"amenos";"pos"
"ames";"pos"
"amiga";"pos"
"amigas";"pos"
"amigavelmente";"pos"
"amigo";"pos"
"amigos";"pos"
"amizade";"pos"
"amo";"pos"
"amola";"neg"
"amolada";"neg"
"amoladas";"neg"
"amolado";"neg"
"amolados";"neg"
"amolai";"neg"
"amolais";"neg"
"amolam";"neg"
"amolamos";"neg"
"amolando";"neg"
"amolar";"neg"
"amolara";"neg"
"amolaram";"neg"
"amolaras";"neg"
"amolardes";"neg"
"amolarei";"neg"
"amolareis";"neg"
"amolarem";"neg"
"amolaremos";"neg"
"amolares";"neg"
"amolaria";"neg"
"amolariam";"neg"
"amolarias";"neg"
"amolarmos";"neg"
"amolará";"neg"
"amolarás";"neg"
"amolarão";"neg"
"amolaríamos";"neg"
"amolaríeis";"neg"
"amolas";"neg"
"amolasse";"neg"
"amolassem";"neg"
"amolasses";"neg"
"amolaste";"neg"
"amolastes";"neg"
"amolava";"neg"
"amolavam";"neg"
"amolavas";"neg"
"amolação";"neg"
"amole";"neg"
"amolei";"neg"
"amoleis";"neg"
"amolem";"neg"
"amolemos";"neg"
"amoles";"neg"
"amolo";"neg"
"amolou";"neg"
"amoláramos";"neg"
"amoláreis";"neg"
"amolásseis";"neg"
"amolássemos";"neg"
"amolávamos";"neg"
"amoláveis";"neg"
"amor";"pos"
"amor-próprio";"pos"
"amores";"pos"
"amorosa";"pos"
"amorosas";"pos"
"amou";"pos"
"ampara";"pos"
"amparo";"pos"
"amáramos";"pos"
"amáreis";"pos"
"amásseis";"pos"
"amássemos";"pos"
"amávamos";"pos"
"amáveis";"pos"
"angustia";"neg"
"angustiada";"neg"
"angustiadas";"neg"
"angustiado";"neg"
"angustiado-se";"neg"
"angustiados";"neg"
"angustiai";"neg"
"angustiais";"neg"
"angustiam";"neg"
"angustiamos";"neg"
"angustiando";"neg"
"angustiando-se";"neg"
"angustiar";"neg"
"angustiara";"neg"
"angustiaram";"neg"
"angustiaras";"neg"
"angustiardes";"neg"
"angustiarei";"neg"
"angustiareis";"neg"
"angustiarem";"neg"
"angustiaremos";"neg"
"angustiares";"neg"
"angustiaria";"neg"
"angustiariam";"neg"
"angustiarias";"neg"
"angustiarmos";"neg"
"angustiará";"neg"
"angustiarás";"neg"
"angustiarão";"neg"
"angustiaríamos";"neg"
"angustiaríeis";"neg"
"angustias";"neg"
"angustiasse";"neg"
"angustiassem";"neg"
"angustiasses";"neg"
"angustiaste";"neg"
"angustiastes";"neg"
