"partido";"userid";"username";"location";"texto";"coordinates";"formatted_address";"lat";"lng";"lat_lng"
"PMDB_Nacional";"31864044";"Marcio Kleber Torres";"Vila Velha ";"nacional do que adianta, se vocês estão querendo acabar com a ônia por meio de decreto";"";"Vila Velha - Ibes, Vila Velha - State of Espírito Santo, Brazil";-20.3477821;-40.2949528;"-20.3477821,-40.2949528"
"PMDB_Nacional";"4213083424";"mauro";"Brasil";"nacional pmdb ou mdb ágora querendo fazer propaganda de bom menino espero que muitos parlamen";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"40493348";"Neusa Teixeira";"Brasil - São Paulo";"nacional frase do dia melhor definição de fundo eleitoral fundo eleitoral é um dinheiro que será roubado d";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"62691593";"Thiago";"São Caetano do Sul, SP";"nacional conta a do papagaio agora";"";"São Caetano do Sul, State of São Paulo, Brazil";-23.6233625;-46.5552433;"-23.6233625,-46.5552433"
"PMDB_Nacional";"860529640175226880";"Mercar@io";"Nova Iorque, USA";"nacional e vai quanto pra quadrilha";"";"New York, NY, USA";40.7127837;-74.0059413;"40.7127837,-74.0059413"
"PMDB_Nacional";"379317306";"Alois Andrade";"Ouro Preto do Oeste, Rondônia";"nacional quê ridículo governo do pmdb kkk";"";"Ouro Preto do Oeste - State of Rondônia, 76920-000, Brazil";-10.6008331;-62.3095833;"-10.6008331,-62.3095833"
"PMDB_Nacional";"795001869928120320";"Paulo De Cerqueira S";"Salvador, Brasil";"nacional verdades enviesadas como gostamos que nos enganem";"";"Salvador - State of Bahia, Brazil";-12.9722184;-38.5014136;"-12.9722184,-38.5014136"
"PMDB_Nacional";"75418286";"Vinicius";"Rio de Janeiro, Brasil";"nacional privatiza tudo";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"793840709518241792";"Menina de Oya";"Madureira ";"nacional só trouxa para acreditar nessa firula,nada privatizado beneficia o povo, pelo contrário cambada de ratos";"";"Madureira, Rio de Janeiro - State of Rio de Janeiro, Brazil";-22.8725334;-43.33636389999999;"-22.8725334,-43.33636389999999"
"PMDB_Nacional";"272167977";"IVO TORRES";"PRAIA DO CARIPI, BARCARENA";"nacional onde está o dinheiro prometido para os ribeirinhos atingidos pelo naufrágio do navio haidar na vila do conde";"";"Caripi, Barcarena - PA, 68445-000, Brazil";-1.4915957;-48.7061064;"-1.4915957,-48.7061064"
"PMDB_Nacional";"69667589";"Marcio Teixeira";"Cascavel - Brasil";"nacional não é o que o acha aliás, nem eu";"";"Cascavel - Aroeira, Cascavel - PR, Brazil";-24.9577771;-53.45951119999999;"-24.9577771,-53.45951119999999"
"PMDB_Nacional";"124891800";"TomHollanda";"Roma";"nacional quer entrar na fase da verdade e vai mudar de nome se chamará mdb, monte de bosta";"";"Rome, Metropolitan City of Rome, Italy";41.9027835;12.4963655;"41.9027835,12.4963655"
"PMDB_Nacional";"878291135155892224";"Ben Silva";"Porto Alegre, Brasil";"nacional que beleza , quanta grana pra propina não vai rolar nessa privatização, parabéns ao";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"159200133";"Mauri Pereira";"Brasileiro";"nacional mentiroso canalhas";"";"10925 Venice Blvd, Los Angeles, CA 90034, USA";34.0157792;-118.4129081;"34.0157792,-118.4129081"
"PMDB_Nacional";"702402689162997760";"Euclides";"Caruaru, Brasil";"nacional , milhões de desempregados e vocês com a cara de pau de dizer que estão trabalhando, o pmdb está";"";"Caruaru - Picada, Caruaru - PE, Brazil";-8.2849639;-35.9701874;"-8.2849639,-35.9701874"
"PMDB_Nacional";"819239537977282560";"Luiz Daniel Blasius";"Porto Alegre, Brasil";"nacional haja óleo de peroba vocês não ficam nem vermelhos";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"3247066108";"Cássio Freire";"São Paulo, Brasil";"nacional eo aumento do combustível";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"541802505";"Antônio Davi Roland";"Manaus";"nacional votem a favor do projeto de lei";"";"Manaus, State of Amazonas, Brazil";-3.1190275;-60.0217314;"-3.1190275,-60.0217314"
"PMDB_Nacional";"710903932202180608";"SUSTENTABILIDADE";"Maranhão, Brasil";"nacional o pmdb, pt, psdb, pp e seus apoiadores precisam ser varridos da vida pública";"";"State of Maranhão, Brazil";-4.9609498;-45.2744159;"-4.9609498,-45.2744159"
"PMDB_Nacional";"710903932202180608";"SUSTENTABILIDADE";"Maranhão, Brasil";"nacional o governo do pmdb e seus apoiadores é um escárnio";"";"State of Maranhão, Brazil";-4.9609498;-45.2744159;"-4.9609498,-45.2744159"
"PMDB_Nacional";"114753257";"Manoel Neto";"Rio de Janeiro";"nacional hahahahahahahahaha agora conta uma com papagaio";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"3247061111";"Fernandos123";"São Paulo, Brasil";"nacional privatizar pros compadres, faltou o asterisco";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"56605823";"Naohiro";"sampa";"nacional e também pq são uns idiotas";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"16691681";"Stelle";"SP-BR";"nacional pmdbosta";"";"Av. Brg. Faria Lima, 1234 - Jardim Paulistano, São Paulo - SP, 05423-180, Brazil";-23.568979;-46.6925827;"-23.568979,-46.6925827"
"PMDB_Nacional";"894543942078910464";"André Julião";"Recife, Brasil";"nacional não acredito em papai noel";"";"Recife - State of Pernambuco, Brazil";-8.0475622;-34.8769643;"-8.0475622,-34.8769643"
"PMDB_Nacional";"197996417";"Elizabete";"Brasil";"nacional que mentiraaaaaaaa cabeludaaaaaaa";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"197996417";"Elizabete";"Brasil";"nacional mas nunca teve, tem ou terão culhões para isto vagabundos podres";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"887171107077451777";"Eduardo";"Curitiba, Brasil";"nacional";"";"Curitiba - State of Paraná, Brazil";-25.4244287;-49.2653819;"-25.4244287,-49.2653819"
"PMDB_Nacional";"210669639";"BISMARQUE AGUIAR";"aguas claras brasilia df";"nacional já era hora";"";"Águas Claras, Brasília - DF, 70297-400, Brazil";-15.8372013;-48.0258046;"-15.8372013,-48.0258046"
"PMDB_Nacional";"887702249983672320";"Rogério";"São Paulo, Brasil";"nacional tão vendendo o brasil junto com a carcaça";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"1528591454";"O Padeiro Comunista";"Eritrea";"nacional vcs acham isso grande coisa mesmo";"";"Eritrea";15.179384;39.782334;"15.179384,39.782334"
"PMDB_Nacional";"900127692166754305";"Rosemberg Brito";"Paraty, Brasil";"nacional partido vergonhoso tudo lacraia";"";"Paraty - State of Rio de Janeiro, 23970-000, Brazil";-23.2200542;-44.7204757;"-23.2200542,-44.7204757"
"PMDB_Nacional";"115634363";"Robson";"Recife";"nacional a privatização trará números para o erário público, mas em compensação, perderá sua moeda de barganha";"";"Recife - State of Pernambuco, Brazil";-8.0475622;-34.8769643;"-8.0475622,-34.8769643"
"PMDB_Nacional";"162891407";"ws.cyber";"brasil";"nacional bando ladrao";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"PMDB_Nacional";"1635614479";"José. júnior";"Tocantins, Brasil";"nacional cadê até agora nada de empregos";"";"State of Tocantins, Brazil";-10.17528;-48.2982474;"-10.17528,-48.2982474"
"PMDB_Nacional";"32072434";"Fredd";"Niterói";"nacional correto";"";"Niterói, State of Rio de Janeiro, Brazil";-22.8858975;-43.1152211;"-22.8858975,-43.1152211"
"PMDB_Nacional";"2188777545";"9524";"Rio de Janeiro, Brasil";"nacional mentirasó vejo o desemprego aumentando";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"2188777545";"9524";"Rio de Janeiro, Brasil";"nacional luxo humano são vocês";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"PMDB_Nacional";"871069804135841793";"Rodrigo Cossich";"Castelo, Belo Horizonte";"nacional patrimônio vc tem gasolina ,energia elétrica de graça o que temos é arcar com um estado inchado c";"";"Castelo, Belo Horizonte - State of Minas Gerais, Brazil";-19.8822196;-43.9996134;"-19.8822196,-43.9996134"
"PMDB_Nacional";"871069804135841793";"Rodrigo Cossich";"Castelo, Belo Horizonte";"nacional e o que vai sepultar o partido a união de novo com o pt";"";"Castelo, Belo Horizonte - State of Minas Gerais, Brazil";-19.8822196;-43.9996134;"-19.8822196,-43.9996134"
"PMDB_Nacional";"235232087";"Washington Fonseca";"goiania - goias - brasil ";"nacional há vai tomar no cu pmdb, você é o temer";"";"Goiânia - State of Goiás, Brazil";-16.6868824;-49.26478849999999;"-16.6868824,-49.26478849999999"
"PMDB_Nacional";"698494784885936128";"Sivaldo Brito";"Gogó da ema";"nacional oh, se não fosse uma piada já ia pensar que era verdade kkkkkkkk, gozado";"";"R. Amélia Corrêa Fontes Guimarães, 98 - Jardim Guedala, São Paulo - SP, 05617-010, Brazil";-23.5878992;-46.7176891;"-23.5878992,-46.7176891"
"PMDB_Nacional";"159200133";"Mauri Pereira";"Brasileiro";"nacional o único comércio q cresce no governo do é a venda a preço vil do patrimônio do povo bra";"";"10925 Venice Blvd, Los Angeles, CA 90034, USA";34.0157792;-118.4129081;"34.0157792,-118.4129081"
"PMDB_Nacional";"889608519539982336";"Lula 2018";"Vila da Prata, Manaus";"nacional querem vender a amazonia vai perder todos os seus governadores ano que vem nas urnas";"";"Vila da Prata, Manaus - AM, Brazil";-3.1072574;-60.04762840000001;"-3.1072574,-60.04762840000001"
"PMDB_Nacional";"889608519539982336";"Lula 2018";"Vila da Prata, Manaus";"nacional o povo já entendeu isso , na eleição do amazonas de ontem o candidato do pmdb levou uma surra do partido do brizola o pdt";"";"Vila da Prata, Manaus - AM, Brazil";-3.1072574;-60.04762840000001;"-3.1072574,-60.04762840000001"
"PMDB_Nacional";"889608519539982336";"Lula 2018";"Vila da Prata, Manaus";"nacional vender a amazonia e um retrocesso seus golpistas";"";"Vila da Prata, Manaus - AM, Brazil";-3.1072574;-60.04762840000001;"-3.1072574,-60.04762840000001"
"PMDB_Nacional";"424914513";"joséFilho";"joao pessoa-pb";"nacional agora acredito q é sat";"";"João Pessoa, Paraíba, João Pessoa - State of Paraíba, Brazil";-7.119495799999999;-34.8450118;"-7.119495799999999,-34.8450118"
"PMDB_Nacional";"860529640175226880";"Mercar@io";"Nova Iorque, USA";"nacional o pai deste ministro está envolvido em vários casos de roubalheira e pilantragem";"";"New York, NY, USA";40.7127837;-74.0059413;"40.7127837,-74.0059413"
"PMDB_Nacional";"860529640175226880";"Mercar@io";"Nova Iorque, USA";"nacional rossi esse partido tem vários ladrões pilantras";"";"New York, NY, USA";40.7127837;-74.0059413;"40.7127837,-74.0059413"
"PMDB_Nacional";"49487350";"Elton Apollo";"São Paulo - BRASIL";"nacional só otários acreditam neste teatrinho nojento e de quinta cat";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"16691681";"Stelle";"SP-BR";"nacional vendendo a amazônia pra cobrir o déficit de mordomia e roubalheira usurpadores presidente enfeite de bruxa";"";"Av. Brg. Faria Lima, 1234 - Jardim Paulistano, São Paulo - SP, 05423-180, Brazil";-23.568979;-46.6925827;"-23.568979,-46.6925827"
"PMDB_Nacional";"138585040";"GautamaFróes";"Porto Alegre";"nacional aliás daniel acho lamentável q a oposição não quer o plebiscito aqui no rs, ficaria c";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"138585040";"GautamaFróes";"Porto Alegre";"nacional kkkkk melhorar como a telefonia setor campeão de reclamações no procon";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"138585040";"GautamaFróes";"Porto Alegre";"nacional";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"138585040";"GautamaFróes";"Porto Alegre";"nacional a telefonia com maravilhosas operadora e setor campeão de reclamações no procon é a maior prova q pr";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"138585040";"GautamaFróes";"Porto Alegre";"nacional primeiro ja se aumentou tudo q não dependia de autorização do congresso segundo pq devemos nos cont";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"PMDB_Nacional";"56605823";"Naohiro";"sampa";"nacional só não aumentam impostos pq não tem coragem seus covardes tentaram aumentar o irpf ouviram tanto q arregaram";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"PMDB_Nacional";"56605823";"Naohiro";"sampa";"nacional mentira mentira mentira aumentaram o imposto sobre a gasolina, e nada de privatizar a petrobras";"";"São Paulo, State of São Paulo, Brazil";-23.5505199;-46.63330939999999;"-23.5505199,-46.63330939999999"
"ptbrasil";"17041750";"Eugenio Lumertz";"Porto Alegre, Brasil";"pt chama matemático oswald de souza para calcular as chances de improbabilidade administrativa de michel temer";"";"Porto Alegre - RS, Brazil";-30.0346564;-51.2176584;"-30.0346564,-51.2176584"
"ptbrasil";"4202225063";"Juliobassetto";"Brasil";"sem probabilidade nenhuma de ser acatado";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"ptbrasil";"902538531872153600";"Dieter";"Rio Grande do Sul, Brasil";"improbalilidade é encontrar petista que saiba escrever e falar corretamente";"";"State of Rio Grande do Sul, Brazil";-30.0346316;-51.2176986;"-30.0346316,-51.2176986"
"ptbrasil";"819880500806422528";"The West Remembers";"Brazil";"improbabilidade administrativa é quando você achava que o vice nunca iria assumir a presidência mas aconteceu";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"ptbrasil";"354311932";"Ailton";"Recife_PE";"alma sebosa de toga";"";"Recife - State of Pernambuco, Brazil";-8.0475622;-34.8769643;"-8.0475622,-34.8769643"
"ptbrasil";"882778188769894400";"Gabriel";"Florianópolis, Brasil";"lula só não sabia disto, né";"";"Florianópolis - State of Santa Catarina, Brazil";-27.5948698;-48.54821949999999;"-27.5948698,-48.54821949999999"
"ptbrasil";"109063281";"MARCOS DANIEL";"Abreu e Lima, PE";"de que povo cês tão falando";"";"Abreu e Lima - State of Pernambuco, Brazil";-7.901149299999999;-34.8987086;"-7.901149299999999,-34.8987086"
"ptbrasil";"818465341";"heliana";"Traçadal - MG";"me pergunto porque ele foi preso e não o senhor que roubou descaradamente";"";"Traçadal, Eng. Navarro - MG, 39417-000, Brazil";-17.3533668;-44.07235800000001;"-17.3533668,-44.07235800000001"
"ptbrasil";"818465341";"heliana";"Traçadal - MG";"moro, profissional admirável ao contrário de você grande larápio";"";"Traçadal, Eng. Navarro - MG, 39417-000, Brazil";-17.3533668;-44.07235800000001;"-17.3533668,-44.07235800000001"
"ptbrasil";"882778188769894400";"Gabriel";"Florianópolis, Brasil";"será ele fez tanto veja a pequena fortuna que ele recuperou, fruto dos desvios do governo pt olha dime";"";"Florianópolis - State of Santa Catarina, Brazil";-27.5948698;-48.54821949999999;"-27.5948698,-48.54821949999999"
"ptbrasil";"443923846";"Marcos Adriano";"Trocadero";"não adianta nem o maldade desistam e dissolvam essa organização criminosa via br";"";"1003 Arch St, Philadelphia, PA 19107, USA";39.953835;-75.15645339999999;"39.953835,-75.15645339999999"
"ptbrasil";"777954707935461376";"Ladrão pelo Brasil";"Brasil";"kkkkk vai defender da cadeia vagabundo, vai ser mulherzinha na cela, vão te trocar por";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"ptbrasil";"443923846";"Marcos Adriano";"Trocadero";"deveria aplaudir, porque mostra que alguém está colocando o país nos trilhos via br";"";"1003 Arch St, Philadelphia, PA 19107, USA";39.953835;-75.15645339999999;"39.953835,-75.15645339999999"
"ptbrasil";"857949954580598785";"Ana Carolina";"Rio de Janeiro, Brasil";"";"";"Rio de Janeiro, State of Rio de Janeiro, Brazil";-22.9068467;-43.1728965;"-22.9068467,-43.1728965"
"ptbrasil";"1204770378";"Darlucia  Sá";"São Luís, Brasil";"meu coração acelera na contagem regressiva de lula no maranhão";"";"São Luís - Vila Maranhão, São Luís - State of Maranhão, Brazil";-2.5391099;-44.28290459999999;"-2.5391099,-44.28290459999999"
"ptbrasil";"3127155047";"Alαnα Gonçalves";"Brasil";"defendendo a odebrecht, oas, jbs";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"ptbrasil";"873617447374475264";"Augusto Santorini";"Brasil";"renan, sarney, collor,etc neste caso eu concordo em menciona a elite";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"ptbrasil";"64615462";"MARLON ROSEGHINI";"BRASILE";"ahahahahahahahahhahaha que mentira desse partido lixo";"";"Brazil";-14.235004;-51.92528;"-14.235004,-51.92528"
"ptbrasil";"38942132";"Ever";"Curitiba - Brazil";"é a milícia";"";"Curitiba - State of Paraná, Brazil";-25.4244287;-49.2653819;"-25.4244287,-49.2653819"
"ptbrasil";"4452387711";"Positive ✌ibes";"The World";"defendendo vocês";"";"The World Building, 8121 Georgia Ave, Silver Spring, MD 20910, USA";38.9910958;-77.0260856;"38.9910958,-77.0260856"
"ptbrasil";"397609596";"Danusio Barbosa de O";"Pauliata-pe";"como se vocês roubaram foi tudo";"";"Paulista - State of Pernambuco, Brazil";-7.918190200000001;-34.8207597;"-7.918190200000001,-34.8207597"
"ptbrasil";"885246237657755650";"Vit";"Belo Horizonte, Brasil";"";"";"Belo Horizonte - State of Minas Gerais, Brazil";-19.9245018;-43.93523760000001;"-19.9245018,-43.93523760000001"
